STT,ITEM,VENDOR,DESCR,STATUS,NH
794,3547501,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
795,3548190,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
798,3409368,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
799,3409369,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
800,3419129,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
801,3419602,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
802,3419603,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
803,3419605,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
804,3504123,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),N,DD
805,3504124,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),N,DD
807,3537715,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),Y,DD
809,3538420,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),N,DD
810,3538565,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
811,3538566,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
812,3538567,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
813,3538568,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
814,3538569,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
815,3538570,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
816,3538571,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
819,3538908,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),Y,DD
820,3540798,20888,100-Cty CP SX TM Nhua Hoang Chau-NR,Y,DD
823,3541385,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
824,3541386,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
825,3541387,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
826,3541388,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
827,3541389,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
828,3541390,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
829,3541391,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
830,3541392,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
836,3541467,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),N,DD
837,3541546,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
838,3541547,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
839,3541924,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
840,3541939,11773,110-CTy CP SX Nhua Duy Tan,N,DD
841,3541940,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
842,3541941,11773,110-CTy CP SX Nhua Duy Tan,N,DD
852,3407767,11773,110-CTy CP SX Nhua Duy Tan,Y,DD
6,3517119,15506,111-Cty Bot giat LIX-NR,Y,HMP
7,3517120,15506,111-Cty Bot giat LIX-NR,Y,HMP
8,3517121,15506,111-Cty Bot giat LIX-NR,Y,HMP
23,3463102,15790,110-CTy CP HMP My Hao,N,HMP
28,3541459,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
29,3541460,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
30,3422431,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,Y,HMP
34,3513556,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,Y,HMP
38,3515339,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,Y,HMP
39,3196366,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
40,3196367,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
81,3501639,20484,100-CTYCP DUOC PHAM&SINH HOC YTE-NR,Y,HMP
82,3501640,20484,100-CTYCP DUOC PHAM&SINH HOC YTE-NR,Y,HMP
83,3501641,20484,100-CTYCP DUOC PHAM&SINH HOC YTE-NR,Y,HMP
101,3329700,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,Y,HMP
126,3545292,16760,110-Cua Hang Hue Lam,Y,HMP
138,3132145,15790,110-CTy CP HMP My Hao,N,HMP
139,3132228,15790,110-CTy CP HMP My Hao,N,HMP
142,3386499,15506,111-Cty Bot giat LIX-NR,N,HMP
143,3386500,15506,111-Cty Bot giat LIX-NR,Y,HMP
144,3386501,15506,111-Cty Bot giat LIX-NR,Y,HMP
145,3386502,15506,111-Cty Bot giat LIX-NR,Y,HMP
146,3386503,15506,111-Cty Bot giat LIX-NR,N,HMP
147,3386504,15506,111-Cty Bot giat LIX-NR,Y,HMP
148,3386505,15506,111-Cty Bot giat LIX-NR,Y,HMP
149,3386506,15506,111-Cty Bot giat LIX-NR,Y,HMP
150,3386507,15506,111-Cty Bot giat LIX-NR,Y,HMP
151,3386508,15506,111-Cty Bot giat LIX-NR,Y,HMP
152,3386509,15506,111-Cty Bot giat LIX-NR,Y,HMP
153,3491227,15506,111-Cty Bot giat LIX-NR,Y,HMP
154,3491953,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
155,3008485,12483,110-Cty TNHH SXTM TyTy(HMP),Y,HMP
173,3295614,15506,111-Cty Bot giat LIX-NR,Y,HMP
179,3497823,15506,111-Cty Bot giat LIX-NR,Y,HMP
184,3372479,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,Y,HMP
197,3054635,15790,110-CTy CP HMP My Hao,N,HMP
198,3054651,12483,110-Cty TNHH SXTM TyTy(HMP),Y,HMP
203,3257943,16760,110-Cua Hang Hue Lam,N,HMP
204,3257947,16760,110-Cua Hang Hue Lam,Y,HMP
205,3257948,16760,110-Cua Hang Hue Lam,N,HMP
209,3314153,15506,111-Cty Bot giat LIX-NR,Y,HMP
210,3314154,15506,111-Cty Bot giat LIX-NR,Y,HMP
216,3123559,12483,110-Cty TNHH SXTM TyTy(HMP),N,HMP
234,3250058,15506,111-Cty Bot giat LIX-NR,Y,HMP
235,3250059,15506,111-Cty Bot giat LIX-NR,Y,HMP
238,3284516,15506,111-Cty Bot giat LIX-NR,Y,HMP
240,3285331,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
245,3008472,14653,110-DNTN Dai Phat,Y,HMP
246,3008478,12483,110-Cty TNHH SXTM TyTy(HMP),Y,HMP
247,3008479,12483,110-Cty TNHH SXTM TyTy(HMP),Y,HMP
248,3008481,12483,110-Cty TNHH SXTM TyTy(HMP),Y,HMP
249,3008482,12483,110-Cty TNHH SXTM TyTy(HMP),Y,HMP
250,3008486,12483,110-Cty TNHH SXTM TyTy(HMP),N,HMP
251,3008490,12483,110-Cty TNHH SXTM TyTy(HMP),Y,HMP
268,3449108,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,Y,HMP
271,3140316,14530,110-Co so Nguyen Van Sau,Y,HMP
285,3390942,15790,110-CTy CP HMP My Hao,N,HMP
286,3390945,15790,110-CTy CP HMP My Hao,N,HMP
288,3493891,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,Y,HMP
289,3493892,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,Y,HMP
294,3525066,21076,110-Cong Ty TNHH SALACOS -NR,Y,HMP
299,3282741,16760,110-Cua Hang Hue Lam,N,HMP
302,3535758,21076,110-Cong Ty TNHH SALACOS -NR,Y,HMP
304,3137587,15790,110-CTy CP HMP My Hao,Y,HMP
305,3137588,15790,110-CTy CP HMP My Hao,N,HMP
306,3137589,15790,110-CTy CP HMP My Hao,N,HMP
320,3515340,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,Y,HMP
321,3515341,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,Y,HMP
322,3515342,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,Y,HMP
323,3515343,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,Y,HMP
334,3513552,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,Y,HMP
335,3513553,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,N,HMP
336,3513554,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,Y,HMP
337,3513555,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,Y,HMP
366,3521129,20484,100-CTYCP DUOC PHAM&SINH HOC YTE-NR,Y,HMP
367,3521130,20484,100-CTYCP DUOC PHAM&SINH HOC YTE-NR,Y,HMP
368,3521131,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,Y,HMP
385,3314078,16760,110-Cua Hang Hue Lam,N,HMP
386,3314147,15506,111-Cty Bot giat LIX-NR,Y,HMP
387,3452209,15506,111-Cty Bot giat LIX-NR,Y,HMP
388,3452211,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,Y,HMP
389,3452217,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,Y,HMP
390,3452218,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,Y,HMP
391,3452220,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,Y,HMP
392,3452222,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,Y,HMP
393,3452223,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,Y,HMP
406,3184818,15506,111-Cty Bot giat LIX-NR,Y,HMP
407,3184823,15506,111-Cty Bot giat LIX-NR,Y,HMP
408,3184824,15506,111-Cty Bot giat LIX-NR,Y,HMP
413,3500596,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,Y,HMP
416,3160021,15506,111-Cty Bot giat LIX-NR,Y,HMP
417,3160022,15506,111-Cty Bot giat LIX-NR,Y,HMP
418,3160023,15506,111-Cty Bot giat LIX-NR,Y,HMP
419,3160024,15506,111-Cty Bot giat LIX-NR,Y,HMP
434,3288046,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
436,3333828,15506,111-Cty Bot giat LIX-NR,Y,HMP
437,3333830,15506,111-Cty Bot giat LIX-NR,Y,HMP
438,3333833,15506,111-Cty Bot giat LIX-NR,Y,HMP
439,3333834,15506,111-Cty Bot giat LIX-NR,Y,HMP
440,3333835,15506,111-Cty Bot giat LIX-NR,Y,HMP
441,3372212,15506,111-Cty Bot giat LIX-NR,Y,HMP
442,3372213,15506,111-Cty Bot giat LIX-NR,Y,HMP
443,3372214,15506,111-Cty Bot giat LIX-NR,N,HMP
445,3372481,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,Y,HMP
461,3530731,21076,110-Cong Ty TNHH SALACOS -NR,Y,HMP
462,3530732,21076,110-Cong Ty TNHH SALACOS -NR,Y,HMP
463,3530733,21076,110-Cong Ty TNHH SALACOS -NR,Y,HMP
464,3530734,21076,110-Cong Ty TNHH SALACOS -NR,Y,HMP
471,3523764,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,Y,HMP
472,3523765,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,Y,HMP
473,3523766,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,Y,HMP
483,3524461,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,Y,HMP
484,3524462,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,Y,HMP
497,3356098,15506,111-Cty Bot giat LIX-NR,Y,HMP
498,3356101,15506,111-Cty Bot giat LIX-NR,Y,HMP
511,3192268,16760,110-Cua Hang Hue Lam,Y,HMP
528,3473446,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,Y,HMP
532,3277949,15506,111-Cty Bot giat LIX-NR,Y,HMP
533,3277950,15506,111-Cty Bot giat LIX-NR,Y,HMP
548,3501642,20484,100-CTYCP DUOC PHAM&SINH HOC YTE-NR,Y,HMP
565,3541455,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
590,3553316,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,Y,HMP
597,3269076,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,Y,HMP
598,3271310,16760,110-Cua Hang Hue Lam,N,HMP
600,3320019,15506,111-Cty Bot giat LIX-NR,Y,HMP
613,3535759,21076,110-Cong Ty TNHH SALACOS -NR,Y,HMP
614,3535760,21076,110-Cong Ty TNHH SALACOS -NR,Y,HMP
615,3535761,21076,110-Cong Ty TNHH SALACOS -NR,Y,HMP
624,3537271,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,Y,HMP
633,3384314,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
638,3437745,15506,111-Cty Bot giat LIX-NR,Y,HMP
640,3437748,15506,111-Cty Bot giat LIX-NR,Y,HMP
641,3437749,15506,111-Cty Bot giat LIX-NR,Y,HMP
642,3437750,15506,111-Cty Bot giat LIX-NR,N,HMP
673,3525067,21076,110-Cong Ty TNHH SALACOS -NR,Y,HMP
674,3525068,21076,110-Cong Ty TNHH SALACOS -NR,Y,HMP
675,3525069,21076,110-Cong Ty TNHH SALACOS -NR,Y,HMP
676,3525114,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,Y,HMP
677,3525115,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,Y,HMP
678,3525116,20484,100-CTYCP DUOC PHAM&SINH HOC YTE-NR,Y,HMP
680,3527979,17559,110-CONG TY TNHH NTPM(VIET NAM)-NR,Y,HMP
681,3527980,17733,100-CTY TNHH SX& XD TMDVXNK VINA-NR,Y,HMP
694,3282513,15506,111-Cty Bot giat LIX-NR,Y,HMP
696,3282735,16760,110-Cua Hang Hue Lam,N,HMP
697,3282736,16760,110-Cua Hang Hue Lam,Y,HMP
698,3282737,16760,110-Cua Hang Hue Lam,N,HMP
706,3466392,15790,110-CTy CP HMP My Hao,N,HMP
707,3467305,15790,110-CTy CP HMP My Hao,N,HMP
711,3217101,15506,111-Cty Bot giat LIX-NR,Y,HMP
712,3217105,15506,111-Cty Bot giat LIX-NR,Y,HMP
716,3110820,15790,110-CTy CP HMP My Hao,Y,HMP
717,3110821,15790,110-CTy CP HMP My Hao,Y,HMP
724,3463138,15790,110-CTy CP HMP My Hao,N,HMP
725,3463139,15790,110-CTy CP HMP My Hao,N,HMP
726,3463140,15790,110-CTy CP HMP My Hao,N,HMP
727,3463141,15790,110-CTy CP HMP My Hao,N,HMP
728,3463142,15790,110-CTy CP HMP My Hao,N,HMP
729,3463143,15790,110-CTy CP HMP My Hao,N,HMP
730,3463144,15790,110-CTy CP HMP My Hao,N,HMP
731,3463145,15790,110-CTy CP HMP My Hao,N,HMP
746,3422432,16506,110-CTyTNHHSXTMDVDaiPhuocThanh-NR,Y,HMP
756,3007093,15790,110-CTy CP HMP My Hao,Y,HMP
772,3296686,15506,111-Cty Bot giat LIX-NR,N,HMP
780,3343735,15506,111-Cty Bot giat LIX-NR,Y,HMP
785,3545291,16760,110-Cua Hang Hue Lam,Y,HMP
806,3537640,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,Y,HMP
817,3538788,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,Y,HMP
818,3538789,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,Y,HMP
821,3540979,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,N,HMP
822,3540980,20779,111-CTyTNHH WILMAR MARKETING CLV-HP,N,HMP
831,3541456,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
832,3541457,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
833,3541458,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
834,3541461,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
835,3541462,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
843,3196362,15800,110-Cty TNHH 1TV Tri Hoi,Y,HMP
844,3196363,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
845,3196365,15800,110-Cty TNHH 1TV Tri Hoi,Y,HMP
846,3196368,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
847,3196370,15800,110-Cty TNHH 1TV Tri Hoi,N,HMP
854,3408174,15506,111-Cty Bot giat LIX-NR,N,HMP
855,3408176,15506,111-Cty Bot giat LIX-NR,Y,HMP
858,3503165,16760,110-Cua Hang Hue Lam,N,HMP
861,3503301,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,Y,HMP
862,3503302,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,Y,HMP
863,3503303,20536,100-CTYTNHH THIET BI YTE HA TRAN-NR,Y,HMP
2,3507730,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
3,3507731,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
51,3427995,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
52,3427998,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
60,3493826,17639,100-Cty TNHH Eikodo Viet Nam-NR,Y,TPCN
70,3063378,12015,130-CTY TNHH TM&CBTP Tien Du,N,TPCN
71,3317725,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
75,3416065,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
76,3416066,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
77,3416071,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
78,3416680,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,Y,TPCN
79,3416681,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,Y,TPCN
92,3102394,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
93,3102395,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
96,3103653,15348,130-CTY CP SX Tra Hung Phat,Y,TPCN
97,3103654,15348,130-CTY CP SX Tra Hung Phat,Y,TPCN
99,3284188,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
100,3284196,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
106,3368786,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
132,3348492,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
136,3496755,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
137,3496756,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
140,3173260,11841,130-Cty TNHH Saigon Ve Wong,Y,TPCN
158,3005069,11266,110-Cty CP Tap Doan Muoi Mien Nam,Y,TPCN
159,3005070,11266,110-Cty CP Tap Doan Muoi Mien Nam,Y,TPCN
160,3005073,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
161,3005075,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
162,3005077,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
163,3225551,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
166,3295195,19028,110-Cty CP Vinamit-NR,Y,TPCN
167,3295196,19028,110-Cty CP Vinamit-NR,Y,TPCN
168,3295197,19028,110-Cty CP Vinamit-NR,Y,TPCN
169,3295198,19028,110-Cty CP Vinamit-NR,Y,TPCN
170,3295199,19028,110-Cty CP Vinamit-NR,Y,TPCN
171,3295200,19028,110-Cty CP Vinamit-NR,Y,TPCN
172,3295355,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
174,3341297,19939,100-Cty TNHH Muoi Thanh Phat-NR,Y,TPCN
175,3341298,19939,100-Cty TNHH Muoi Thanh Phat-NR,Y,TPCN
176,3453969,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
180,3505767,19219,130-Cty TNHH Nabati Viet Nam,Y,TPCN
188,3050100,14337,130-Cty TNHH VINH TIEN,Y,TPCN
189,3054454,11266,110-Cty CP Tap Doan Muoi Mien Nam,Y,TPCN
190,3054513,14337,130-Cty TNHH VINH TIEN,Y,TPCN
191,3054515,14337,130-Cty TNHH VINH TIEN,Y,TPCN
192,3054516,14337,130-Cty TNHH VINH TIEN,Y,TPCN
193,3054518,14337,130-Cty TNHH VINH TIEN,Y,TPCN
194,3054519,14337,130-Cty TNHH VINH TIEN,Y,TPCN
195,3054520,14337,130-Cty TNHH VINH TIEN,Y,TPCN
196,3054535,15348,130-CTY CP SX Tra Hung Phat,N,TPCN
206,3258064,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
213,3097779,15348,130-CTY CP SX Tra Hung Phat,Y,TPCN
224,3488561,17259,100-Cty TNHH Le Trung Thien-NR,N,TPCN
225,3488562,17259,100-Cty TNHH Le Trung Thien-NR,N,TPCN
226,3488563,17259,100-Cty TNHH Le Trung Thien-NR,N,TPCN
227,3489126,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
228,3489128,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
237,3253189,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
239,3284683,19219,130-Cty TNHH Nabati Viet Nam,Y,TPCN
255,3325998,15348,130-CTY CP SX Tra Hung Phat,Y,TPCN
256,3441648,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
257,3442428,12320,111-Cty TNHH MTV TNI,N,TPCN
258,3442429,12320,111-Cty TNHH MTV TNI,N,TPCN
259,3442481,12320,111-Cty TNHH MTV TNI,N,TPCN
260,3442900,19939,100-Cty TNHH Muoi Thanh Phat-NR,Y,TPCN
263,3444795,15512,100-Cty CP Uniben-NR,Y,TPCN
264,3444798,12532,100-Cty CP CNTP Luong Gia-NR,Y,TPCN
265,3444807,12532,100-Cty CP CNTP Luong Gia-NR,Y,TPCN
270,3138983,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
272,3143098,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
277,3493351,12320,111-Cty TNHH MTV TNI,N,TPCN
278,3493352,12320,111-Cty TNHH MTV TNI,N,TPCN
284,3390935,19028,110-Cty CP Vinamit-NR,Y,TPCN
287,3481810,12320,111-Cty TNHH MTV TNI,Y,TPCN
310,3387857,19028,110-Cty CP Vinamit-NR,N,TPCN
311,3387928,12547,131-Cty CP Uniben,Y,TPCN
313,3479885,19219,130-Cty TNHH Nabati Viet Nam,N,TPCN
314,3492416,11119,110-Cty TNHH Lotte Viet Nam,N,TPCN
324,3515394,20812,100-Cty CP TP ThNhien King Green-NR,Y,TPCN
325,3515395,20812,100-Cty CP TP ThNhien King Green-NR,Y,TPCN
329,3431913,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
330,3431914,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
331,3431961,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
332,3432384,12547,131-Cty CP Uniben,Y,TPCN
333,3432386,12547,131-Cty CP Uniben,Y,TPCN
347,3430767,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
348,3430768,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
349,3430769,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
350,3430952,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,Y,TPCN
351,3431039,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
352,3431040,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
353,3440244,12320,111-Cty TNHH MTV TNI,Y,TPCN
354,3440249,12320,111-Cty TNHH MTV TNI,Y,TPCN
355,3440252,12320,111-Cty TNHH MTV TNI,Y,TPCN
357,3440951,17259,100-Cty TNHH Le Trung Thien-NR,N,TPCN
358,3440952,17259,100-Cty TNHH Le Trung Thien-NR,N,TPCN
359,3440953,17259,100-Cty TNHH Le Trung Thien-NR,N,TPCN
360,3440955,17259,100-Cty TNHH Le Trung Thien-NR,N,TPCN
361,3512339,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
369,3521651,11119,110-Cty TNHH Lotte Viet Nam,N,TPCN
370,3521652,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
371,3003245,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
372,3003246,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
373,3003356,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
374,3003358,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
375,3003359,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
376,3003360,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
377,3003368,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
378,3003369,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
379,3003383,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
380,3003388,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
381,3003389,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
382,3003392,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
383,3003424,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
384,3003425,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
394,3110011,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
395,3110012,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
396,3334803,20944,111-Cty TNHH Luong Thuc Angimex-NR,Y,TPCN
397,3334806,20944,111-Cty TNHH Luong Thuc Angimex-NR,Y,TPCN
401,3460189,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
402,3480381,21018,100-Congty CP Phuc Long Heritage-NR,Y,TPCN
412,3500252,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
415,3158922,20944,111-Cty TNHH Luong Thuc Angimex-NR,Y,TPCN
429,3004519,12015,130-CTY TNHH TM&CBTP Tien Du,Y,TPCN
430,3004551,12015,130-CTY TNHH TM&CBTP Tien Du,Y,TPCN
432,3224617,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
433,3495074,19219,130-Cty TNHH Nabati Viet Nam,N,TPCN
446,3373113,19219,130-Cty TNHH Nabati Viet Nam,Y,TPCN
451,3529243,19219,130-Cty TNHH Nabati Viet Nam,N,TPCN
452,3529244,19219,130-Cty TNHH Nabati Viet Nam,Y,TPCN
453,3529245,19219,130-Cty TNHH Nabati Viet Nam,Y,TPCN
454,3529246,19219,130-Cty TNHH Nabati Viet Nam,N,TPCN
455,3529247,19219,130-Cty TNHH Nabati Viet Nam,N,TPCN
456,3529248,19219,130-Cty TNHH Nabati Viet Nam,Y,TPCN
457,3530120,20846,111-Cty Co Phan Tap Doan KIDO ,N,TPCN
458,3530121,20846,111-Cty Co Phan Tap Doan KIDO ,N,TPCN
459,3530295,20846,111-Cty Co Phan Tap Doan KIDO ,N,TPCN
460,3530491,19219,130-Cty TNHH Nabati Viet Nam,Y,TPCN
465,3530862,20812,100-Cty CP TP ThNhien King Green-NR,Y,TPCN
466,3433445,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,Y,TPCN
474,3524070,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,Y,TPCN
475,3524071,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,Y,TPCN
476,3524072,20734,100-Cty CP Dau Tu Hai Thien Minh-NR,Y,TPCN
477,3524202,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
478,3524289,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
485,3040978,11841,130-Cty TNHH Saigon Ve Wong,Y,TPCN
486,3040979,11841,130-Cty TNHH Saigon Ve Wong,Y,TPCN
487,3040982,11841,130-Cty TNHH Saigon Ve Wong,Y,TPCN
488,3040983,11841,130-Cty TNHH Saigon Ve Wong,Y,TPCN
489,3040988,11841,130-Cty TNHH Saigon Ve Wong,Y,TPCN
490,3255354,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
496,3312942,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
499,3356234,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
501,3459106,19939,100-Cty TNHH Muoi Thanh Phat-NR,Y,TPCN
504,3446824,20846,111-Cty Co Phan Tap Doan KIDO ,Y,TPCN
506,3468909,12320,111-Cty TNHH MTV TNI,Y,TPCN
510,3150386,11119,110-Cty TNHH Lotte Viet Nam,Y,TPCN
512,3192836,10023,111-Cty Ajinomoto Bien Hoa ,Y,TPCN
