2,3507730,20846,111-Cty Co Phan Tap Doan KIDO ,KHONG KINH DOANH,
3,3507731,20846,111-Cty Co Phan Tap Doan KIDO ,KHONG KINH DOANH,
51,3427995,11119,110-Cty TNHH Lotte Viet Nam,KHONG KINH DOANH,
52,3427998,11119,110-Cty TNHH Lotte Viet Nam,KINH DOANH,
60,3493826,17639,100-Cty TNHH Eikodo Viet Nam-NR,KHONG KINH DOANH,
70,3063378,12015,130-CTY TNHH TM&CBTP Tien Du,KHONG KINH DOANH,
71,3317725,10023,111-Cty Ajinomoto Bien Hoa ,KINH DOANH,
75,3416065,10023,111-Cty Ajinomoto Bien Hoa ,KHONG KINH DOANH,
76,3416066,10023,111-Cty Ajinomoto Bien Hoa ,KINH DOANH,
77,3416071,10023,111-Cty Ajinomoto Bien Hoa ,KINH DOANH,
78,3416680,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,KHONG KINH DOANH,
79,3416681,20142,111-Cty TNHH Wilmar Mar.CLV-Sua ,KHONG KINH DOANH,
92,3102394,11119,110-Cty TNHH Lotte Viet Nam,KHONG KINH DOANH,
93,3102395,11119,110-Cty TNHH Lotte Viet Nam,KHONG KINH DOANH,
96,3103653,15348,130-CTY CP SX Tra Hung Phat,KINH DOANH,
97,3103654,15348,130-CTY CP SX Tra Hung Phat,KHONG KINH DOANH,
99,3284188,20846,111-Cty Co Phan Tap Doan KIDO ,KINH DOANH,
100,3284196,20846,111-Cty Co Phan Tap Doan KIDO ,KHONG KINH DOANH,
106,3368786,20846,111-Cty Co Phan Tap Doan KIDO ,KHONG KINH DOANH,
132,3348492,11119,110-Cty TNHH Lotte Viet Nam,KHONG KINH DOANH,
136,3496755,20846,111-Cty Co Phan Tap Doan KIDO ,KHONG KINH DOANH,
137,3496756,20846,111-Cty Co Phan Tap Doan KIDO ,KHONG KINH DOANH,
140,3173260,11841,130-Cty TNHH Saigon Ve Wong,KHONG KINH DOANH,
158,3005069,11266,110-Cty CP Tap Doan Muoi Mien Nam,KHONG KINH DOANH,
159,3005070,11266,110-Cty CP Tap Doan Muoi Mien Nam,KINH DOANH,
160,3005073,10023,111-Cty Ajinomoto Bien Hoa ,KINH DOANH,
161,3005075,10023,111-Cty Ajinomoto Bien Hoa ,KINH DOANH,
162,3005077,10023,111-Cty Ajinomoto Bien Hoa ,KHONG KINH DOANH,
163,3225551,20846,111-Cty Co Phan Tap Doan KIDO ,KHONG KINH DOANH,
166,3295195,19028,110-Cty CP Vinamit-NR,KHONG KINH DOANH,
167,3295196,19028,110-Cty CP Vinamit-NR,KHONG KINH DOANH,
168,3295197,19028,110-Cty CP Vinamit-NR,KHONG KINH DOANH,
169,3295198,19028,110-Cty CP Vinamit-NR,KHONG KINH DOANH,
170,3295199,19028,110-Cty CP Vinamit-NR,KHONG KINH DOANH,
171,3295200,19028,110-Cty CP Vinamit-NR,KHONG KINH DOANH,
172,3295355,10023,111-Cty Ajinomoto Bien Hoa ,KHONG KINH DOANH,
174,3341297,19939,100-Cty TNHH Muoi Thanh Phat-NR,KINH DOANH,
175,3341298,19939,100-Cty TNHH Muoi Thanh Phat-NR,KHONG KINH DOANH,
176,3453969,11119,110-Cty TNHH Lotte Viet Nam,KHONG KINH DOANH,
180,3505767,19219,130-Cty TNHH Nabati Viet Nam,KHONG KINH DOANH,
188,3050100,14337,130-Cty TNHH VINH TIEN,KHONG KINH DOANH,
189,3054454,11266,110-Cty CP Tap Doan Muoi Mien Nam,KHONG KINH DOANH,
190,3054513,14337,130-Cty TNHH VINH TIEN,KINH DOANH,
191,3054515,14337,130-Cty TNHH VINH TIEN,KHONG KINH DOANH,
192,3054516,14337,130-Cty TNHH VINH TIEN,KHONG KINH DOANH,
193,3054518,14337,130-Cty TNHH VINH TIEN,KHONG KINH DOANH,
194,3054519,14337,130-Cty TNHH VINH TIEN,KHONG KINH DOANH,
195,3054520,14337,130-Cty TNHH VINH TIEN,KHONG KINH DOANH,
196,3054535,15348,130-CTY CP SX Tra Hung Phat,KHONG KINH DOANH,
206,3258064,10023,111-Cty Ajinomoto Bien Hoa ,KHONG KINH DOANH,
213,3097779,15348,130-CTY CP SX Tra Hung Phat,KHONG KINH DOANH,
224,3488561,17259,100-Cty TNHH Le Trung Thien-NR,KHONG KINH DOANH,
225,3488562,17259,100-Cty TNHH Le Trung Thien-NR,KHONG KINH DOANH,
226,3488563,17259,100-Cty TNHH Le Trung Thien-NR,KHONG KINH DOANH,
227,3489126,10023,111-Cty Ajinomoto Bien Hoa ,KINH DOANH,
228,3489128,11119,110-Cty TNHH Lotte Viet Nam,KHONG KINH DOANH,
237,3253189,20846,111-Cty Co Phan Tap Doan KIDO ,KHONG KINH DOANH,
239,3284683,19219,130-Cty TNHH Nabati Viet Nam,KHONG KINH DOANH,
255,3325998,15348,130-CTY CP SX Tra Hung Phat,KHONG KINH DOANH,
256,3441648,20846,111-Cty Co Phan Tap Doan KIDO ,KHONG KINH DOANH,
257,3442428,12320,111-Cty TNHH MTV TNI,KHONG KINH DOANH,
258,3442429,12320,111-Cty TNHH MTV TNI,KHONG KINH DOANH,
259,3442481,12320,111-Cty TNHH MTV TNI,KINH DOANH,
260,3442900,19939,100-Cty TNHH Muoi Thanh Phat-NR,KHONG KINH DOANH,
263,3444795,15512,100-Cty CP Uniben-NR,KINH DOANH,
264,3444798,12532,100-Cty CP CNTP Luong Gia-NR,KINH DOANH,
265,3444807,12532,100-Cty CP CNTP Luong Gia-NR,KHONG KINH DOANH,
270,3138983,20846,111-Cty Co Phan Tap Doan KIDO ,KINH DOANH,
272,3143098,11119,110-Cty TNHH Lotte Viet Nam,KINH DOANH,
277,3493351,12320,111-Cty TNHH MTV TNI,KHONG KINH DOANH,
278,3493352,12320,111-Cty TNHH MTV TNI,KHONG KINH DOANH,
284,3390935,19028,110-Cty CP Vinamit-NR,KHONG KINH DOANH,
287,3481810,12320,111-Cty TNHH MTV TNI,KHONG KINH DOANH,
310,3387857,19028,110-Cty CP Vinamit-NR,KHONG KINH DOANH,
311,3387928,12547,131-Cty CP Uniben,KHONG KINH DOANH,
313,3479885,19219,130-Cty TNHH Nabati Viet Nam,KHONG KINH DOANH,
314,3492416,11119,110-Cty TNHH Lotte Viet Nam,KHONG KINH DOANH,
324,3515394,20812,100-Cty CP TP ThNhien King Green-NR,KHONG KINH DOANH,
325,3515395,20812,100-Cty CP TP ThNhien King Green-NR,KINH DOANH,
329,3431913,20846,111-Cty Co Phan Tap Doan KIDO ,KHONG KINH DOANH,
330,3431914,20846,111-Cty Co Phan Tap Doan KIDO ,KHONG KINH DOANH,
331,3431961,20846,111-Cty Co Phan Tap Doan KIDO ,KHONG KINH DOANH,
332,3432384,12547,131-Cty CP Uniben,KHONG KINH DOANH,
333,3432386,12547,131-Cty CP Uniben,KHONG KINH DOANH,
347,3430767,20846,111-Cty Co Phan Tap Doan KIDO ,KHONG KINH DOANH,
