540,3455364,11773,110-CTy CP SX Nhua Duy Tan,KHONG KINH DOANH,DD
541,3455946,11011,100-CT TNHH SX Do Gia DungElmich-NR,DANG KINH DOANH,DD
543,3406659,16964,100-CTy TNHH Tan Hop Thanh,DANG KINH DOANH,DD
544,3406717,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
545,3406719,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
546,3406721,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
547,3406723,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
560,3507585,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
561,3419604,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
562,3422258,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
563,3422250,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
564,3519233,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
566,3392950,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
567,3517502,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
568,3390756,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
569,3476197,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
570,3011823,11773,110-CTy CP SX Nhua Duy Tan,KHONG KINH DOANH,DD
571,3509235,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
572,3438240,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
573,3436536,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
574,3434404,11773,110-CTy CP SX Nhua Duy Tan,KHONG KINH DOANH,DD
575,3552975,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
576,3368152,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
577,3537737,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),KHONG KINH DOANH,DD
578,3548188,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
579,3548189,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
580,3548191,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
581,3555041,11773,110-CTy CP SX Nhua Duy Tan,KHONG KINH DOANH,DD
582,3448563,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
583,3555042,11773,110-CTy CP SX Nhua Duy Tan,KHONG KINH DOANH,DD
584,3546767,11773,110-CTy CP SX Nhua Duy Tan,KHONG KINH DOANH,DD
585,3555040,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
586,3503276,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
587,3503277,11773,110-CTy CP SX Nhua Duy Tan,KHONG KINH DOANH,DD
588,3419131,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
589,3422582,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
591,3490338,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
592,3312781,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
593,3342478,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
594,3550806,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,DD
595,3065101,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
596,3065131,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
604,3533214,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
605,3533215,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
608,3534020,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,DD
609,3535084,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,DD
610,3535595,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
611,3535596,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
612,3535608,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,DD
617,3536397,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
618,3536398,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
619,3536399,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
620,3536400,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
621,3536484,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,DD
622,3536485,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,DD
623,3536486,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),DANG KINH DOANH,DD
626,3168725,11773,110-CTy CP SX Nhua Duy Tan,KHONG KINH DOANH,DD
627,3168726,11773,110-CTy CP SX Nhua Duy Tan,KHONG KINH DOANH,DD
628,3168727,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
629,3168728,11773,110-CTy CP SX Nhua Duy Tan,KHONG KINH DOANH,DD
630,3168729,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
631,3168730,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
632,3168732,11773,110-CTy CP SX Nhua Duy Tan,KHONG KINH DOANH,DD
636,3490335,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
637,3490337,11773,110-CTy CP SX Nhua Duy Tan,DANG KINH DOANH,DD
644,3518674,15208,100-CN CT CP GiaDung GOLDSUN(TP.HN),KHONG KINH DOANH,DD
